activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2019,RVDPPPGHCGZ40J4VQ731,22180,NC,37085,37085071204,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,205000,NA,4.625,NA,2,5163.97,NA,815,,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5928,33.38,56500,153,1399,2214,12
2019,RVDPPPGHCGZ40J4VQ731,45300,FL,12057,12057013913,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,195000,NA,4,NA,2,10528.6,NA,4267.53,2632.53,270,360,NA,64,2,2,2,2,195000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6375,70.81,66900,69,1282,2170,15
2019,RVDPPPGHCGZ40J4VQ731,39580,NC,37069,37069060501,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,275000,NA,4.5,NA,2,1992.32,NA,0,,2092.75,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6567,29.08,93100,95,1538,2206,15
2019,RVDPPPGHCGZ40J4VQ731,36420,OK,40027,40027202007,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,135000,96.5,4.5,1.152,2,5763.25,NA,1600,,0.25,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,40,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,2,3,,,,,10,,,,3814,30.91,73100,103,1067,1292,14
2019,RVDPPPGHCGZ40J4VQ731,23844,IN,18089,18089043401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,165000,NA,5.5,NA,2,6138.82,NA,1990,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6800,5.49,72700,127,1803,2355,36
2019,RVDPPPGHCGZ40J4VQ731,29420,AZ,4015,4015953900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,165000,NA,4.5,NA,2,7827.78,NA,2587.25,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6594,17.9,56200,109,1691,2715,15
2019,RVDPPPGHCGZ40J4VQ731,24420,OR,41033,41033361100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,3,1,1,2,2,2,355000,94.62,4.125,-0.283,2,4569,NA,1175,,,360,NA,NA,2,2,2,2,375000,1,1,3,5,2,NA,116,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,2,1,,,,,10,,,,9350,13.93,48800,93,2310,3708,19
2019,RVDPPPGHCGZ40J4VQ731,47220,NJ,34011,34011040500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000,NA,4.625,NA,2,6308.15,NA,995,,95,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6743,75.84,64500,82,1041,1698,49
2019,RVDPPPGHCGZ40J4VQ731,39580,NC,37183,37183052701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,245000,NA,4.375,NA,2,6077.96,NA,0,,2165.05,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5747,49.52,93100,64,924,1403,38
2019,RVDPPPGHCGZ40J4VQ731,40140,CA,6065,6065045120,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,32,1,2,2,2,445000,NA,4.125,NA,2,23393.56,NA,7106.56,5526.56,,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4958,64.86,69700,97,677,2353,23
2019,RVDPPPGHCGZ40J4VQ731,17900,SC,45063,45063021024,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,185000,NA,5.25,NA,2,3989.11,NA,1675.23,1675.23,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4668,15.3,67800,134,1319,1651,11
2019,RVDPPPGHCGZ40J4VQ731,27180,TN,47113,47113001607,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,195000,100,4.125,-0.186,2,4871.62,NA,0,3591.21,1400,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,50,30%-<36%,3,10,1,11,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,1,,,,,10,,,,5872,38.37,55800,140,1546,2336,23
2019,RVDPPPGHCGZ40J4VQ731,47460,WA,53071,53071920802,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,205000,NA,5.125,NA,2,4927.36,NA,1227,1227,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3692,27.11,67100,99,430,883,76
2019,RVDPPPGHCGZ40J4VQ731,16984,IL,17031,17031750100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,175000,NA,5.125,NA,2,7987.41,NA,1495,,1453.1,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4396,99.11,82000,71,1117,1535,58
2019,RVDPPPGHCGZ40J4VQ731,99999,TX,48427,48427950402,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,2,2,2,205000,NA,4.875,NA,2,9660.87,NA,3621.23,2361.23,300.62,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5055,99.84,57000,64,1001,1307,18
2019,RVDPPPGHCGZ40J4VQ731,12580,MD,24013,24013501002,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,225000,NA,4.5,NA,2,7799.61,NA,3069.54,1704.54,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5042,5.39,101000,89,1617,2214,31
2019,RVDPPPGHCGZ40J4VQ731,99999,KS,20035,20035493700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,95000,NA,4.75,NA,2,5080.51,NA,1561.4,466.4,123.25,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3698,26.83,62400,90,834,1420,60
2019,RVDPPPGHCGZ40J4VQ731,23224,MD,24021,24021766800,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,255000,NA,4.625,NA,2,6018.75,NA,1195,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5903,13.59,123600,64,1042,1387,36
2019,RVDPPPGHCGZ40J4VQ731,27900,MO,29097,29097011400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,32,1,2,2,2,125000,80,5.25,0.846,2,2535.3,NA,695,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,50,41,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,65-74,No,Yes,2,2,1,,,,,10,,,,5601,3.71,58200,125,1520,2519,51
2019,RVDPPPGHCGZ40J4VQ731,36260,UT,49011,49011125403,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,435000,NA,4.5,NA,2,1769,NA,0,,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,12611,9.5,83200,115,3128,3373,13
2019,RVDPPPGHCGZ40J4VQ731,40380,NY,36069,36069050102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,125000,NA,4.875,NA,2,5542.95,NA,1100,,550,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,11147,7.24,75800,151,3277,3948,21
2019,RVDPPPGHCGZ40J4VQ731,36540,IA,19155,19155030800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,85000,NA,5.25,NA,2,2739.88,NA,725,,,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3203,12.18,86100,70,991,1353,49
2019,RVDPPPGHCGZ40J4VQ731,15680,MD,24037,24037875000,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,235000,NA,5,NA,2,6211.85,NA,1295,,680.81,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6954,18.13,101700,114,1971,2243,29
2019,RVDPPPGHCGZ40J4VQ731,27340,NC,37133,37133002100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,145000,NA,4.875,NA,2,5245.16,NA,815,,300,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6666,47.09,57600,123,1488,2344,33
2019,RVDPPPGHCGZ40J4VQ731,19340,IA,19163,19163012502,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,145000,NA,3.875,NA,2,6295.82,NA,600,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4100,26.24,72700,99,1084,1409,40
2019,RVDPPPGHCGZ40J4VQ731,16580,IL,17019,17019005500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,75000,NA,4.625,NA,2,3404.4,NA,800,,,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5255,26.7,77800,82,1399,2454,53
2019,RVDPPPGHCGZ40J4VQ731,46140,OK,40131,40131050403,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,2,2,3,1,1,2,2,2,285000,100,4.5,0.381,2,9240,NA,0,,0.2,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,106,30%-<36%,1,9,2,,,,,2,,,,,2,2,1,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,2,1,,,,,10,,,,5465,23.11,68600,140,1814,1967,17
2019,RVDPPPGHCGZ40J4VQ731,29820,NV,32003,32003005010,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,2,32,1,2,2,2,175000,75.79,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,23,>60%,2,10,1,14,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,3,,,,,1,,,,5049,62.75,67800,81,808,1179,23
2019,RVDPPPGHCGZ40J4VQ731,35380,LA,22103,22103041101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,75000,NA,4.75,NA,2,4266.1,NA,1295,,,360,NA,NA,2,2,2,2,85000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,3769,24.65,67200,101,1128,1530,29
2019,RVDPPPGHCGZ40J4VQ731,99999,NE,31035,31035962200,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,55000,NA,5.25,NA,2,3732.09,NA,1439.44,694.44,101.25,360,NA,NA,2,2,2,2,55000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2701,5.55,66500,106,973,1378,71
2019,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201340302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,305000,90,4.25,-0.037,2,5596.7,NA,2534.4,734.4,1000,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,157,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,1,,,,,10,,,,7208,28.26,77100,165,2320,2537,37
2019,RVDPPPGHCGZ40J4VQ731,19430,OH,39109,39109315100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,95000,NA,5.25,NA,2,5213.42,NA,1690,,0.5,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5814,12.18,70600,70,1376,2538,76
2019,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201310200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,1,235000,74.98,5.375,1.057,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,315000,1,3,3,5,1,NA,423,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,1595,62.19,77100,186,484,864,12
2019,RVDPPPGHCGZ40J4VQ731,36540,NE,31055,31055003600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,1,255000,NA,4.5,NA,2,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,255000,1,1,3,5,3,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4126,7.76,86100,94,1531,2008,71
2019,RVDPPPGHCGZ40J4VQ731,99999,OK,40123,40123089000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,145000,NA,4.5,NA,2,5345.76,NA,1120,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4065,32.64,55800,103,1055,1596,30
2019,RVDPPPGHCGZ40J4VQ731,35154,NJ,34023,34023008405,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,335000,NA,4.375,NA,2,10206.69,NA,1063.19,168.19,45,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5183,54.23,108100,158,1538,1596,25
2019,RVDPPPGHCGZ40J4VQ731,20500,NC,37063,37063001709,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,255000,NA,4.25,NA,2,8768.78,NA,2358.67,858.67,1000,360,NA,64,2,2,2,2,255000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6489,87.96,75100,40,665,1628,19
2019,RVDPPPGHCGZ40J4VQ731,26420,TX,48157,48157674602,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,335000,NA,3.875,NA,2,12445.58,NA,1830,,222.57,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7839,36.11,77100,208,2348,2512,14
2019,RVDPPPGHCGZ40J4VQ731,38300,PA,42019,42019911700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,145000,NA,4.125,NA,2,6066.6,NA,775,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,4314,1.34,79300,98,1428,1850,51
2019,RVDPPPGHCGZ40J4VQ731,99999,SC,45021,45021970501,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,125000,NA,5,NA,2,2118.17,NA,0,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,2264,23.54,48700,75,663,810,32
2019,RVDPPPGHCGZ40J4VQ731,99999,ID,16011,16011950300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,75000,NA,5.5,NA,2,4094.08,NA,1295,,35.4,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,5585,30.03,57100,97,1247,2079,43
2019,RVDPPPGHCGZ40J4VQ731,99999,NC,37163,37163970500,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,115000,NA,5.25,NA,2,5098.47,NA,2140,650,515,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,6267,48.99,51600,78,1601,2438,35
2019,RVDPPPGHCGZ40J4VQ731,12060,GA,13085,13085970202,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,3,1,1,2,2,2,235000,95,4,-0.32,2,5902.4,NA,0,,9.5,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,84,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,7519,4.88,79200,82,1946,2940,22
2019,RVDPPPGHCGZ40J4VQ731,99999,OK,40123,40123088800,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,4,1,1,2,2,2,175000,NA,4.375,NA,2,4580.12,NA,1177,,2000,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7210,30.98,55800,120,2190,3095,37
2019,RVDPPPGHCGZ40J4VQ731,44180,MO,29167,29167960200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,32,1,2,2,2,85000,66.93,4.99,0.61,2,1985,NA,695,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,80,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,1,,,,,10,,,,7030,3.04,61800,84,1931,2950,32
2019,RVDPPPGHCGZ40J4VQ731,27340,NC,37133,37133002800,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,135000,NA,4,NA,2,4874.39,NA,0,,52,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,9380,22.41,57600,105,2540,4297,20
2019,RVDPPPGHCGZ40J4VQ731,12580,MD,24027,24027606704,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,1,1,2,2,2,315000,NA,4.125,NA,2,9475.03,NA,1505,,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7294,59.88,101000,131,2014,2312,38
2019,RVDPPPGHCGZ40J4VQ731,16940,WY,56021,56021001300,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,3,1,1,2,2,2,275000,NA,3.875,NA,2,4431,NA,0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,NA,NA,9,9,4,,,,,4,,,,,3,3,7,,,,,7,,,,,3,3,4,4,3,3,8888,8888,NA,NA,3,3,6,,,,,10,,,,7965,17.6,76700,128,2462,3075,38
